#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Mycoplasma gallisepticum NC95_13295-2-2P","NC95_13295-2-2P",21051,SAMN02604157 ,PRJNA86095,"Tenericutes","Mollicutes",GCA_000286695.1 ,0.953989,31.6,chromosome:NC_018407.1/CP003507.1,-,1,774,729,2012/08/10,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000286695.1_ASM28669v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000286695.1_ASM28669v1
"Burkholderia sp. KJ006","KJ006",19463,SAMN02603481 ,PRJNA79219,"Proteobacteria","Betaproteobacteria",GCA_000262695.1 ,6.62991,67.1891,chromosome 1:NC_017920.1/CP003514.1; chromosome 2:NC_017921.1/CP003515.1; chromosome 3:NC_017922.1/CP003516.1; plasmid pKJ006:NC_017923.1/CP003517.1,-,4,5759,5604,2012/05/14,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000262695.1_ASM26269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000262695.1_ASM26269v1
"Propionibacterium acnes ATCC 11828","ATCC 11828",20872,SAMN02602997 ,PRJNA73675,"Actinobacteria","Actinobacteria",GCA_000231215.1 ,2.48863,60,chromosome:NC_017550.1/CP003084.1,-,1,2318,2198,2011/10/20,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000231215.1_ASM23121v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000231215.1_ASM23121v1
"Campylobacter coli RM5611","RM5611",23492,SAMN02743854 ,PRJNA162959,"Proteobacteria","delta/epsilon subdivisions",GCA_000583795.1 ,1.73317,31.3357,chromosome:NZ_CP007179.1/CP007179.1; plasmid pRM5611_48kb:NZ_CP007180.1/CP007180.1,-,2,1772,1661,2014/03/03,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000583795.1_ASM58379v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000583795.1_ASM58379v1
"Campylobacter lari RM16701","RM16701",19267,SAMN03248545 ,PRJNA236387,"Proteobacteria","delta/epsilon subdivisions",GCA_000816405.1 ,1.51646,29.9,chromosome:NZ_CP007777.1/CP007777.1,-,1,1535,1468,2015/01/07,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000816405.1_ASM81640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000816405.1_ASM81640v1
"Erwinia amylovora LA635","LA635",19662,SAMEA3138844 ,PRJEB4664,"Proteobacteria","Gammaproteobacteria",GCA_000513415.1 ,3.79102,53.5592,chromosome I:NZ_CBVS010000001.1/CBVS010000001.1; chromosome II:NZ_CBVS010000002.1/CBVS010000002.1; chromosome III:NZ_CBVS010000003.1/CBVS010000003.1; chromosome IV:NZ_CBVS010000004.1/CBVS010000004.1; chromosome V:NZ_CBVS010000005.1/CBVS010000005.1; chromosome VI:NZ_CBVS010000006.1/CBVS010000006.1; chromosome VII:NZ_CBVS010000007.1/CBVS010000007.1; chromosome VIII:NZ_CBVS010000008.1/CBVS010000008.1; plasmid IX:NC_023055.1/HG793096.1,CBVS01,9,3403,3315,2013/12/04,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000513415.1_EA_LA635,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000513415.1_EA_LA635
"Klebsiella oxytoca","M1",19673,SAMN02887315 ,PRJNA253752,"Proteobacteria","Gammaproteobacteria",GCA_000724525.1 ,6.31138,55.85,chromosome:NZ_CP008841.1/CP008841.1; plasmid pKOXM1A:NZ_CP008842.1/CP008842.1; plasmid pKOXM1B:NZ_CP008843.1/CP008843.1; plasmid pKOXM1C:NZ_CP008844.1/CP008844.1; plasmid pKOXM1D:NZ_CP008845.1/CP008845.1,-,5,5875,5652,2014/07/09,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000724525.1_ASM72452v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000724525.1_ASM72452v1
"Enterobacter cloacae P101","P101",19671,SAMN02641647 ,PRJNA210654,"Proteobacteria","Gammaproteobacteria",GCA_000512375.1 ,5.36993,54.4,chromosome:NZ_CP006580.1/CP006580.1,-,1,5211,5014,2013/12/31,2015/09/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512375.1_ASM51237v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000512375.1_ASM51237v1
"Cronobacter sakazakii","ATCC 29544",19678,SAMN03371468 ,PRJNA276173,"Proteobacteria","Gammaproteobacteria",GCA_000982825.1 ,4.66357,56.6285,chromosome:NZ_CP011047.1/CP011047.1; plasmid CSK29544_1p:NZ_CP011048.1/CP011048.1; plasmid CSK29544_2p:NZ_CP011049.1/CP011049.1; plasmid CSK29544_3p:NZ_CP011050.1/CP011050.1,-,4,4389,4192,2015/04/30,2015/08/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000982825.1_ASM98282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000982825.1_ASM98282v1
"Mycoplasma bovis","NM 2012",22820,SAMN03575868 ,PRJNA282697,"Tenericutes","Mollicutes",GCA_001043135.1 ,0.990348,29.3,chromosome:NZ_CP011348.1/CP011348.1,-,1,837,767,2015/06/30,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001043135.1_ASM104313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001043135.1_ASM104313v1
"Listeria ivanovii subsp. ivanovii","WSLC 3010",20017,SAMN02953497 ,PRJNA257573,"Firmicutes","Bacilli",GCA_000763515.1 ,2.91955,37.2,chromosome:NZ_CP009577.1/CP009577.1,-,1,2869,2721,2014/10/06,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000763515.1_ASM76351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000763515.1_ASM76351v1
"Bifidobacterium breve JCM 7019","JCM 7019",35002,SAMN03081480 ,PRJNA214951,"Actinobacteria","Actinobacteria",GCA_000569015.1 ,2.35901,58.6,chromosome:NZ_CP006713.1/CP006713.1,-,1,2043,1892,2014/02/14,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000569015.1_ASM56901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000569015.1_ASM56901v1
"Mycobacterium abscessus subsp. bolletii 103","103",20836,SAMN03067425 ,PRJNA260405,"Actinobacteria","Actinobacteria",GCA_000758385.1 ,5.05139,64.1,chromosome:NZ_CP009407.1/CP009407.1,-,1,4953,4879,2014/09/26,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000758385.1_ASM75838v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000758385.1_ASM75838v1
"Bacillus coagulans","S-lac",20028,SAMN03754657 ,PRJNA285520,"Firmicutes","Bacilli",GCA_001039495.1 ,3.69484,46.2,chromosome:NZ_CP011939.1/CP011939.1,-,1,3599,3366,2015/06/25,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001039495.1_ASM103949v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001039495.1_ASM103949v1
"Paenibacillus polymyxa SQR-21","SQR21",19970,SAMN02384808 ,PRJNA224951,"Firmicutes","Bacilli",GCA_000597985.1 ,5.82844,45.6,chromosome:NZ_CP006872.1/CP006872.1,-,1,5030,4768,2014/03/19,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000597985.1_ASM59798v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000597985.1_ASM59798v1
"Aeromonas hydrophila AL09-71","AL09-71",19619,SAMN02726090 ,PRJNA227037,"Proteobacteria","Gammaproteobacteria",GCA_000633175.1 ,5.02386,60.8,chromosome:NZ_CP007566.1/CP007566.1,-,1,4506,4306,2014/04/18,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000633175.1_ASM63317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000633175.1_ASM63317v1
"Pseudomonas stutzeri DSM 4166","DSM 4166",19549,SAMN02603042 ,PRJNA63543,"Proteobacteria","Gammaproteobacteria",GCA_000195105.1 ,4.68995,64,chromosome:NC_017532.1/CP002622.1,-,1,4350,4219,2011/04/05,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000195105.1_ASM19510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195105.1_ASM19510v1
"Metallosphaera sedula","ARS120-2",20371,SAMN03857133 ,PRJNA289699,"Crenarchaeota","Thermoprotei",GCA_001266715.1 ,2.19153,46.2,chromosome:NZ_CP012175.1/CP012175.1,-,1,2347,2274,2015/08/12,2015/10/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001266715.1_ASM126671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001266715.1_ASM126671v1
"Flavobacterium psychrophilum","950106-1/1",20656,SAMN02903962 ,PRJNA254457,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000767095.1 ,2.73629,32.4,chromosome:NZ_CP008902.1/CP008902.1,-,1,2459,2396,2014/10/16,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000767095.1_ASM76709v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000767095.1_ASM76709v1
"Bdellovibrio bacteriovorus","HD100-merdel",19289,SAMN03784595 ,PRJNA287605,"Proteobacteria","delta/epsilon subdivisions",GCA_001042445.1 ,3.66533,50.8,chromosome:NZ_CP011926.1/CP011926.1,-,1,3484,3421,2015/06/29,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001042445.1_ASM104244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001042445.1_ASM104244v1
"Borrelia hermsii YBT","YBT",21021,SAMN03081462 ,PRJNA195598,"Spirochaetes","Spirochaetia",GCA_000568775.1 ,1.37793,30.0326,chromosome:NZ_CP005706.1/CP005706.1,-,39,1307,1196,2014/01/27,2015/08/15,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000568775.1_ASM56877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000568775.1_ASM56877v1
"Dickeya zeae NCPPB 3531","NCPPB 3531",19681,SAMN02470101 ,PRJNA172950,"Proteobacteria","Gammaproteobacteria",GCA_000406225.1 ,4.62586,53.6997,chromosome:NZ_CM001980.1/CM001980.1,AOOI01,2,4036,3928,2013/06/04,2015/08/10,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000406225.1_DZE3531_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000406225.1_DZE3531_1.0
"Aggregatibacter actinomycetemcomitans HK1651","HK1651",19709,SAMN02910587 ,PRJNA255174,"Proteobacteria","Gammaproteobacteria",GCA_001191585.1 ,2.10538,44.4,chromosome:NZ_CP008984.1/CP008984.1,-,1,2034,1873,2015/08/03,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001191585.1_ASM119158v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001191585.1_ASM119158v1
"Mycoplasma hyorhinis DBS 1050","DBS 1050",21061,SAMN02603233 ,PRJNA221198,"Tenericutes","Mollicutes",GCA_000496815.1 ,0.837447,25.9,chromosome:NC_022807.1/CP006849.1,-,1,780,693,2013/11/14,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000496815.1_ASM49681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496815.1_ASM49681v1
"Lactobacillus paracasei","L9",20096,SAMN03853751 ,PRJNA289435,"Firmicutes","Bacilli",GCA_001244395.1 ,3.07644,46.3,chromosome:NZ_CP012148.1/CP012148.1,-,1,2973,2821,2015/08/05,2015/08/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001244395.1_ASM124439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001244395.1_ASM124439v1
"Corynebacterium pseudotuberculosis PAT10","PAT10",20795,SAMN02603741 ,PRJNA61115,"Actinobacteria","Actinobacteria",GCA_000221625.1 ,2.33532,52.2,chromosome:NC_017305.1/CP002924.1,-,1,2097,1967,2011/07/27,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000221625.1_ASM22162v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000221625.1_ASM22162v1
"Riemerella anatipestifer RA-CH-2","RA-CH-2",20647,SAMN02602992 ,PRJNA183917,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000331695.1 ,2.16632,35,chromosome:NC_020125.1/CP004020.1,-,1,2024,1959,2013/01/14,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000331695.1_ASM33169v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000331695.1_ASM33169v1
"Streptococcus anginosus","J4211",-,SAMN03577772 ,PRJNA282763,"Firmicutes","Bacilli",GCA_001412635.1 ,1.92451,39,chromosome:CP012805.1,-,1,1999,1926,2015/10/26,2015/10/26,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001412635.1_ASM141263v1
"Corynebacterium ulcerans","210932",20795,SAMN03025288 ,PRJNA260630,"Actinobacteria","Actinobacteria",GCA_000767415.1 ,2.48434,53.3,chromosome:NZ_CP009500.1/CP009500.1,-,1,2223,2136,2014/10/20,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000767415.1_ASM76741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000767415.1_ASM76741v1
"Chlamydia pecorum DBDeUG","DBDeUG",20509,SAMN02470821 ,PRJNA229199,"Chlamydiae/Verrucomicrobia group","Chlamydiae",GCA_000508005.1 ,1.1051,41.2,chromosome:NZ_CM002308.1/CM002308.1,AZBB01,1,984,933,2013/12/12,2015/08/15,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000508005.1_CpecDBDeUG1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000508005.1_CpecDBDeUG1.0
"Mycobacterium canettii CIPT 140070008","CIPT 140070008",20829,SAMEA2272599 ,PRJEB93,"Actinobacteria","Actinobacteria",GCA_000328845.1 ,4.4202,65.5,chromosome:NC_019965.1/FO203508.1,-,1,4101,3934,2012/12/19,2015/08/19,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000328845.1_ASM32884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328845.1_ASM32884v1
"Geobacillus sp. Y412MC52","Y412MC52",20026,SAMN00713574 ,PRJNA30797,"Firmicutes","Bacilli",GCA_000174795.2 ,3.67394,52.3129,chromosome:NC_014915.1/CP002442.1; plasmid pGYMC5201:NC_014916.1/CP002443.1,-,2,3608,3400,2011/01/07,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000174795.2_ASM17479v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000174795.2_ASM17479v2
"Clostridium pasteurianum DSM 525 = ATCC 6013","DSM 525",21908,SAMN02990135 ,PRJNA258199,"Firmicutes","Clostridia",GCA_000807255.1 ,4.3521,29.9,chromosome:NZ_CP009268.1/CP009268.1,-,1,3980,3791,2014/12/23,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000807255.1_ASM80725v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000807255.1_ASM80725v1
"Francisella noatunensis subsp. orientalis","FNO190",22582,SAMN02666529 ,PRJNA240882,"Proteobacteria","Gammaproteobacteria",GCA_001042565.1 ,1.8596,32.3,chromosome:NZ_CP011923.1/CP011923.1,-,1,1864,1452,2015/06/29,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001042565.1_ASM104256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001042565.1_ASM104256v1
"Enterococcus cecorum","CE2",-,SAMN03202986 ,PRJNA268097,"Firmicutes","Bacilli",GCA_001318325.1 ,2.43729,36.3,chromosome:CP010062.1,-,1,-,-,2015/10/16,2015/10/16,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001318325.1_ASM131832v1
"Pseudomonas chlororaphis O6","O6",19545,SAMN02436415 ,PRJNA67531,"Proteobacteria","Gammaproteobacteria",GCA_000264555.1 ,6.98025,62.9,chromosome:NZ_CM001490.1/CM001490.1,AHOT01,1,6232,6101,2012/05/25,2015/08/14,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000264555.1_ASM26455v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000264555.1_ASM26455v1
"Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)","BT-Q",21166,SAMN02712578 ,PRJNA80995,"Proteobacteria","Gammaproteobacteria",GCA_000827855.1 ,0.357461,26.1,chromosome:NZ_CP007563.1/CP007563.1,-,1,296,256,2015/01/23,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000827855.1_ASM82785v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000827855.1_ASM82785v1
"Pseudomonas sp. 20_BN","20_BN",35038,SAMEA2658259 ,PRJEB6478,"Proteobacteria","Gammaproteobacteria",GCA_000756775.2 ,3.67376,61.2,chromosome:NZ_CCSF01000001.1/CCSF01000001.1,CCSF01,1,3417,3318,2014/09/06,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000756775.1_PRJEB6478_assembly_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000756775.2_PRJEB6478_assembly_1
"Streptomyces sp. CNQ-509","CNQ-509",22223,SAMN03699827 ,PRJNA284218,"Actinobacteria","Actinobacteria",GCA_001011035.1 ,8.03933,73.1,chromosome:NZ_CP011492.1/CP011492.1,-,1,6840,6521,2015/05/20,2015/08/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001011035.1_ASM101103v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001011035.1_ASM101103v1
"Bacillus sp. Pc3","Pc3",22103,SAMN03272513 ,PRJNA271045,"Firmicutes","Bacilli",GCA_000815145.1 ,3.98217,46.5,chromosome:NZ_CP010406.1/CP010406.1,-,1,3845,3698,2015/01/06,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000815145.1_ASM81514v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000815145.1_ASM81514v1
"Synechococcus sp. CC9311","CC9311",19190,SAMN02604031 ,PRJNA12530,"Cyanobacteria","Oscillatoriophycideae",GCA_000014585.1 ,2.60675,52.4,chromosome:NC_008319.1/CP000435.1,-,1,2690,2627,2006/09/01,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014585.1_ASM1458v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014585.1_ASM1458v1
"Arthrobacter sp. LS16","LS16",38272,SAMN03897213 ,PRJNA290716,"Actinobacteria","Actinobacteria",GCA_001281115.1 ,3.85124,64.3,chromosome:NZ_CP012171.1/CP012171.1,-,1,3545,3399,2015/09/11,2015/09/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001281115.1_ASM128111v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001281115.1_ASM128111v1
"Streptococcus sp. HSISS1","HSISS1",20120,SAMN02471216 ,PRJNA196124,"Firmicutes","Bacilli",GCA_000448645.1 ,2.12814,40.3,chromosome:NZ_CM002132.1/CM002132.1,ASKB01,1,1938,1713,2013/08/19,2015/08/15,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000448645.1_HSISS1_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000448645.1_HSISS1_1.0
"Synechocystis sp. PCC 6803 substr. PCC-P","",19208,-,PRJDA72557,"Cyanobacteria","Oscillatoriophycideae",GCA_000284455.1 ,3.57011,47.7,chromosome:NC_017039.1/AP012278.1,-,1,3300,3233,2011/12/02,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284455.1_ASM28445v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284455.1_ASM28445v1
"Mycobacterium sp. VKM Ac-1817D","VKM Ac-1817D",20844,SAMN02469803 ,PRJNA183985,"Actinobacteria","Actinobacteria",GCA_000416365.2 ,6.32422,66.2,chromosome:NZ_CP009914.1/CP009914.1,-,1,6039,5914,2014/11/25,2015/09/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000416365.2_ASM41636v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416365.2_ASM41636v2
"Hydrogenobaculum sp. SN","SN",20712,SAMN02232032 ,PRJNA39709,"Aquificae","Aquificae",GCA_000348765.2 ,1.55293,34.8,chromosome:NC_020814.1/CP004390.1,-,1,1644,1578,2013/03/25,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000348765.2_ASM34876v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000348765.2_ASM34876v2
"Cyanothece sp. PCC 8802","PCC 8802",19209,SAMN00000634 ,PRJNA28339,"Cyanobacteria","Oscillatoriophycideae",GCA_000024045.1 ,4.80335,39.7978,chromosome:NC_013161.1/CP001701.1; plasmid pP880201:NC_013160.1/CP001702.1; plasmid pP880202:NC_013163.1/CP001703.1; plasmid pP880203:NC_013167.1/CP001704.1; plasmid pP880204:NC_013168.1/CP001705.1,-,5,4475,4347,2009/08/26,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000024045.1_ASM2404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024045.1_ASM2404v1
"Paenibacillus sp. FSL P4-0081","FSL P4-0081",35056,SAMN02996513 ,PRJNA258346,"Firmicutes","Bacilli",GCA_000758565.1 ,8.42305,51.1,chromosome:NZ_CP009280.1/CP009280.1,-,1,7190,6916,2014/09/22,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000758565.1_ASM75856v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000758565.1_ASM75856v1
"Blattabacterium sp. (Blaberus giganteus)","BGIGA",21334,SAMN02604334 ,PRJNA163677,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000262715.1 ,0.632588,25.7281,chromosome:NC_017924.1/CP003535.1; plasmid pBGIBA:NC_017925.1/CP003536.1,-,2,615,574,2012/05/14,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000262715.1_ASM26271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000262715.1_ASM26271v1
"Methanosarcina sp. 795","",-,SAMN03610014 ,PRJNA283204,"Euryarchaeota","Methanomicrobia",GCA_001402855.1 ,3.12241,41.3,chromosome:CP011449.1,-,1,2691,2416,2015/10/22,2015/10/22,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001402855.1_ASM140285v1
"Dickeya sp. MK7","MK7",19681,SAMN02470104 ,PRJNA172956,"Proteobacteria","Gammaproteobacteria",GCA_000406305.1 ,4.9314,56.5926,chromosome:NZ_CM001984.1/CM001984.1,AOOO01,21,4246,4116,2013/06/04,2015/08/10,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000406305.1_DXXMK7_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000406305.1_DXXMK7_1.0
"Bacillus methylotrophicus UCMB5036","UCMB5036",22103,SAMEA2272633 ,PRJEB1155,"Firmicutes","Bacilli",GCA_000341875.1 ,3.91032,46.6,chromosome:NC_020410.1/HF563562.1,-,1,3845,3634,2013/02/21,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000341875.1_ASM34187v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000341875.1_ASM34187v1
"Bacillus methylotrophicus UCMB5033","UCMB-5033",22103,SAMEA2272562 ,PRJEB3961,"Firmicutes","Bacilli",GCA_000455565.1 ,4.07117,46.2,chromosome I:NC_022075.1/HG328253.1,-,1,4047,3828,2013/08/09,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000455565.1_ucmb5033v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000455565.1_ucmb5033v1
"Blattabacterium sp. (Blatta orientalis) str. Tarazona","Tarazona",22056,SAMN02604108 ,PRJNA71049,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000334405.1 ,0.638184,28.214,chromosome:NC_020195.1/CP003605.1; plasmid unnamed:NC_020196.1/CP003606.1,-,2,625,546,2013/01/30,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000334405.1_ASM33440v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000334405.1_ASM33440v1
"Paenibacillus sp. FSL R5-0345","FSL R5-0345",35055,SAMN02996514 ,PRJNA258347,"Firmicutes","Bacilli",GCA_000758585.1 ,6.78717,43.7,chromosome:NZ_CP009281.1/CP009281.1,-,1,5993,5781,2014/09/22,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000758585.1_ASM75858v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000758585.1_ASM75858v1
"Cyanothece sp. PCC 7822","PCC 7822",19215,SAMN00000663 ,PRJNA28535,"Cyanobacteria","Oscillatoriophycideae",GCA_000147335.1 ,7.84195,39.874,chromosome:NC_014501.1/CP002198.1; plasmid Cy782201:NC_014533.1/CP002199.1; plasmid Cy782202:NC_014534.1/CP002200.1; plasmid Cy782203:NC_014502.1/CP002201.1; plasmid Cy782204:NC_014503.1/CP002202.1; plasmid Cy782205:NC_014504.1/CP002203.1; plasmid Cy782206:NC_014535.1/CP002204.1,-,7,6842,6610,2010/09/15,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000147335.1_ASM14733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000147335.1_ASM14733v1
